  -4.3222628e+01   9.1837108e+01  -3.0939394e+02
  -1.7898671e+01   9.9909397e+01  -3.0863636e+02
   8.6526652e+00   1.0113052e+02  -3.0787879e+02
   3.4610656e+01   9.5416731e+01  -3.0712121e+02
   5.8195261e+01   8.3159856e+01  -3.0636364e+02
   7.7789195e+01   6.5200392e+01  -3.0560606e+02
   9.2048828e+01   4.2769888e+01  -3.0484848e+02
   9.9996320e+01   1.7406490e+01  -3.0409091e+02
   1.0108668e+02  -9.1505377e+00  -3.0333333e+02
   9.5245148e+01  -3.5080078e+01  -3.0257576e+02
   8.2872288e+01  -5.8604044e+01  -3.0181818e+02
   6.4816559e+01  -7.8109306e+01  -3.0106061e+02
   4.2316111e+01  -9.2258315e+01  -3.0030303e+02
   1.6913886e+01  -1.0008082e+02  -2.9954545e+02
  -9.6481884e+00  -1.0104040e+02  -2.9878788e+02
  -3.5548650e+01  -9.5071255e+01  -2.9803030e+02
  -5.9011405e+01  -8.2582711e+01  -2.9727273e+02
  -7.8427523e+01  -6.4431155e+01  -2.9651515e+02
  -9.2465566e+01  -4.1861308e+01  -2.9575758e+02
  -1.0016289e+02  -1.6420873e+01  -2.9500000e+02
