   1.0363876645956202e+02	   1.2167929364792474e+02	  -2.1876243713164743e+02	
   1.9028988791411794e+02	   1.5342935920358218e+02	  -2.4202581791907156e+02	
   2.3653681862461440e+01	   1.8825535630153684e+02	  -1.7219951035286994e+02	
   1.9372197267583036e+02	   1.3280495644129132e+02	  -1.8852065444789400e+02	
   1.7212536647570786e+02	   1.4724868031809930e+02	  -2.4555563544082065e+02	
   1.1274037119321157e+01	   5.0235554270259101e+01	  -2.2120458674787449e+02	
   1.6203558498347408e+02	   1.9301949496956805e+01	  -2.1075851026675409e+02	
   5.4858144295244337e+01	   1.5502508948531471e+02	  -2.1973523234658555e+02	
   3.6366861336534440e+00	   1.4139814939895430e+02	  -2.0977302579886151e+02	
   7.0886907764644548e+01	   1.4039052526797670e+02	  -2.1890697527708264e+02	
   1.2651281660311402e+02	   4.5478245403998230e+01	  -1.7887810982954656e+02	
   7.2390577671674521e+01	   1.8368556964038149e+02	  -1.8891858332907333e+02	
   1.0265220965192468e+02	   9.3590531526193061e+01	  -1.7139627157747708e+02	
   1.9973268835257952e+02	   1.1290338562302820e+02	  -2.3614451744584659e+02	
   1.4371635086582677e+02	   1.2736101288756805e+02	  -2.0940890767126513e+02	
   1.7497880252080847e+02	   1.3748375219288135e+02	  -2.1100420526956717e+02	
   8.5305473654868649e+01	   1.4389273654178879e+01	  -1.8809663582473826e+02	
   9.2918150779109055e+01	   1.9599253601007845e+02	  -1.8459117771400847e+02	
   2.6824542886007951e+01	   1.2345377380802347e+01	  -2.4375483464536609e+02	
